# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-t" "exon" "-O" "-g" "Parent" "-a" "/scratch/ys33815/endo6_38/b73bam/Zm-B73-REFERENCE-NAM-5.0_Zm00001eb.1.gff3" "-o" "../endo6_38_counts_dec.txt" "SRR1169626Aligned.sortedByCoord.out.bam" "SRR1169633Aligned.sortedByCoord.out.bam" "SRR1169641Aligned.sortedByCoord.out.bam" "SRR1169627Aligned.sortedByCoord.out.bam" "SRR1169634Aligned.sortedByCoord.out.bam" "SRR1169642Aligned.sortedByCoord.out.bam" "SRR1169628Aligned.sortedByCoord.out.bam" "SRR1169635Aligned.sortedByCoord.out.bam" "SRR1169643Aligned.sortedByCoord.out.bam" "SRR1169629Aligned.sortedByCoord.out.bam" "SRR1169636Aligned.sortedByCoord.out.bam" "SRR1169644Aligned.sortedByCoord.out.bam" "SRR1169630Aligned.sortedByCoord.out.bam" "SRR1169637Aligned.sortedByCoord.out.bam" "SRR1169645Aligned.sortedByCoord.out.bam" "SRR1169631Aligned.sortedByCoord.out.bam" "SRR1169639Aligned.sortedByCoord.out.bam" "SRR1169646Aligned.sortedByCoord.out.bam" "SRR1169632Aligned.sortedByCoord.out.bam" "SRR1169640Aligned.sortedByCoord.out.bam" "SRR1169647Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1169626Aligned.sortedByCoord.out.bam	SRR1169633Aligned.sortedByCoord.out.bam	SRR1169641Aligned.sortedByCoord.out.bam	SRR1169627Aligned.sortedByCoord.out.bam	SRR1169634Aligned.sortedByCoord.out.bam	SRR1169642Aligned.sortedByCoord.out.bam	SRR1169628Aligned.sortedByCoord.out.bam	SRR1169635Aligned.sortedByCoord.out.bam	SRR1169643Aligned.sortedByCoord.out.bam	SRR1169629Aligned.sortedByCoord.out.bam	SRR1169636Aligned.sortedByCoord.out.bam	SRR1169644Aligned.sortedByCoord.out.bam	SRR1169630Aligned.sortedByCoord.out.bam	SRR1169637Aligned.sortedByCoord.out.bam	SRR1169645Aligned.sortedByCoord.out.bam	SRR1169631Aligned.sortedByCoord.out.bam	SRR1169639Aligned.sortedByCoord.out.bam	SRR1169646Aligned.sortedByCoord.out.bam	SRR1169632Aligned.sortedByCoord.out.bam	SRR1169640Aligned.sortedByCoord.out.bam	SRR1169647Aligned.sortedByCoord.out.bam
Zm00001eb352910_T004	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	125373841;125375565;125375726;125375945;125376409;125378928;125380020;125381347;125381546;125381648;125381881;125382013	125375446;125375615;125375836;125375989;125377821;125378977;125380065;125381405;125381582;125381806;125381938;125382067	-;-;-;-;-;-;-;-;-;-;-;-	3690	1178	694	137	609	768	236	940	211	399	569	437	631	266	406	600	855	535	395	375	307	656
Zm00001eb352910_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	125373841;125375961;125376409;125378928;125380020;125381347;125381546;125381648;125381881;125382013	125375411;125375989;125377821;125378977;125380065;125381405;125381582;125381806;125381938;125382067	-;-;-;-;-;-;-;-;-;-	3477	1170	693	137	606	761	233	933	209	393	565	437	626	264	403	594	851	533	391	373	307	654
Zm00001eb352910_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	125374086;125375565;125375726;125375945;125376409;125378928;125380020;125381347;125381546;125381648;125381881;125382013;125382496;125382717;125382840;125383326;125384049;125384242;125384889;125385128;125386025	125375446;125375615;125375836;125375989;125377821;125378977;125380071;125381405;125381582;125381806;125381938;125382162;125382648;125382765;125383220;125383393;125384132;125384400;125385044;125385372;125386412	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5229	1672	926	199	873	1117	321	1365	301	598	821	635	853	375	545	820	1217	741	559	524	418	809
Zm00001eb352910_T003	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	125373841;125375961;125376409;125378928;125380020;125381347;125381546;125381648;125381881;125382013	125375411;125375989;125377821;125378977;125380071;125381405;125381582;125381806;125381938;125382067	-;-;-;-;-;-;-;-;-;-	3483	1170	693	137	606	761	233	933	209	393	565	437	626	264	403	594	851	533	391	373	307	654
Zm00001eb352920_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	125667857;125668712;125670089;125671306;125671476;125671805;125672681;125672878;125675831;125676061;125676979;125677304;125677680;125677828	125668064;125669097;125670263;125671389;125671717;125672039;125672760;125672962;125675962;125676174;125677026;125677388;125677736;125677998	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2102	1218	4163	622	1183	4549	1245	3962	1340	1970	3335	2414	1651	1273	1785	1349	4205	2046	850	1577	1200	643
Zm00001eb352920_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	125667680;125668712;125670089;125671306;125671476;125671805;125672681;125672878;125675831;125676061;125676979;125677320;125677680;125677828	125668064;125669097;125670263;125671389;125671717;125672039;125672760;125672962;125675962;125676174;125677026;125677388;125677736;125678505	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2770	1252	4327	640	1209	4774	1347	4124	1388	2090	3439	2583	1723	1324	1875	1390	4359	2176	896	1648	1242	694
Zm00001eb352930_T001	chr8	125683377	125685831	-	2455	40	41	12	25	71	25	23	18	26	10	37	53	8	18	47	29	31	57	11	14	115
Zm00001eb352940_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	125686812;125687291;125687567;125687739;125688259;125689066;125689282;125690349;125691802	125687210;125687350;125687642;125687860;125688333;125689201;125689370;125690516;125692026	-;-;-;-;-;-;-;-;-	1350	116	2	3	91	13	9	37	5	6	2	13	24	5	10	18	2	10	47	3	3	97
Zm00001eb352950_T001	chr8;chr8;chr8	125751814;125753051;125754667	125752798;125753238;125755441	-;-;-	1948	339	371	93	248	531	178	469	106	301	296	362	362	140	202	303	399	321	561	283	164	594
Zm00001eb352960_T002	chr8;chr8;chr8;chr8;chr8	125762275;125762907;125763362;125764612;125764962	125762835;125763184;125764270;125764670;125765230	+;+;+;+;+	2076	163	117	36	177	94	79	109	63	109	70	77	113	35	53	149	100	84	226	54	51	268
Zm00001eb352960_T001	chr8;chr8;chr8	125762275;125764612;125764962	125764270;125764670;125765230	+;+;+	2324	163	117	36	177	94	79	109	63	109	70	77	113	35	54	151	100	84	226	54	51	274
Zm00001eb352970_T001	chr8	125841165	125842461	+	1297	0	7	2	0	20	5	3	5	6	4	18	6	1	7	2	4	15	3	2	2	1
Zm00001eb352990_T001	chr8;chr8;chr8	125848036;125848386;125848902	125848301;125848816;125849865	-;-;-	1661	167	235	17	113	193	47	379	76	52	186	125	48	80	127	39	263	123	62	145	56	84
Zm00001eb352990_T002	chr8;chr8	125848036;125848902	125848816;125849865	-;-	1745	167	235	17	113	193	47	379	76	52	186	125	48	80	127	39	264	123	62	145	56	84
Zm00001eb353020_T001	chr8;chr8;chr8;chr8;chr8;chr8	126022057;126030216;126030469;126030861;126032348;126032539	126022130;126030387;126030617;126030906;126032461;126032679	+;+;+;+;+;+	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353030_T004	chr8	126036821	126038196	+	1376	15	344	107	16	445	116	229	130	246	382	339	108	98	253	74	594	289	108	160	242	24
Zm00001eb353030_T002	chr8;chr8;chr8	126035682;126036994;126038033	126036044;126037847;126038196	+;+;+	1381	18	400	108	12	472	112	250	140	244	377	349	114	101	276	79	658	308	114	157	251	24
Zm00001eb353030_T001	chr8;chr8;chr8	126035682;126036994;126037701	126036044;126037584;126038196	+;+;+	1450	18	413	109	14	488	117	267	143	257	398	363	118	106	295	82	675	319	115	170	260	24
Zm00001eb353030_T003	chr8;chr8	126035682;126036994	126036044;126038196	+;+	1566	18	413	109	14	488	117	267	143	257	398	363	118	106	295	82	675	319	115	170	260	24
Zm00001eb353040_T001	chr8;chr8;chr8	126056391;126056689;126057534	126056609;126056763;126058368	-;-;-	1129	3	18	2	2	11	5	5	2	17	1	13	9	3	7	24	1	14	5	3	4	23
Zm00001eb353050_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126060857;126062264;126062448;126063019;126063194;126064063;126064266;126065104;126065746;126065967	126061314;126062366;126062607;126063117;126063298;126064176;126064327;126065140;126065834;126066517	-;-;-;-;-;-;-;-;-;-	1778	694	192	22	479	283	41	846	24	84	190	237	70	113	153	61	150	120	45	52	121	138
Zm00001eb353070_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126080785;126081483;126081655;126081973;126082118;126082303;126082521;126082959	126081368;126081570;126081764;126082036;126082182;126082368;126082633;126083280	+;+;+;+;+;+;+;+	1412	357	162	20	240	205	20	268	17	47	100	156	22	53	83	16	204	84	16	71	72	12
Zm00001eb353080_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8	126083472;126084383;126084621;126084799;126085723;126085945;126086051	126083979;126084528;126084701;126084945;126085822;126085971;126086212	-;-;-;-;-;-;-	1171	2098	2322	443	1712	2803	941	2895	591	1425	1929	1753	1768	1188	1286	1478	2175	1614	1154	1036	912	1480
Zm00001eb353080_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8	126083472;126084383;126084621;126084799;126085723;126085945;126086051	126083979;126084528;126084701;126084912;126085822;126085971;126086212	-;-;-;-;-;-;-	1138	2090	2312	442	1707	2785	937	2867	587	1418	1920	1743	1764	1181	1279	1476	2149	1604	1146	1030	907	1472
Zm00001eb353080_T004	chr8;chr8;chr8;chr8;chr8;chr8	126084279;126084621;126084799;126085723;126085945;126086051	126084528;126084701;126084945;126085822;126085971;126086212	-;-;-;-;-;-	767	1577	1370	354	1199	1836	541	1896	367	783	1213	1015	1280	717	810	1180	1520	973	755	678	660	816
Zm00001eb353080_T003	chr8;chr8;chr8;chr8;chr8;chr8;chr8	126083472;126084383;126084621;126084799;126085723;126085945;126086051	126083968;126084528;126084701;126084945;126085822;126085971;126086212	-;-;-;-;-;-;-	1160	2098	2322	443	1712	2803	941	2895	591	1425	1929	1753	1768	1188	1286	1478	2175	1614	1154	1036	912	1480
Zm00001eb353090_T001	chr8;chr8;chr8;chr8	126087859;126089321;126090059;126094292	126088777;126089941;126090328;126094428	+;+;+;+	1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353100_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126139591;126140100;126140399;126140775;126141185;126141356;126141707;126142081	126139872;126140165;126140484;126140809;126141268;126141424;126141747;126142271	-;-;-;-;-;-;-;-	854	8	3	0	6	0	0	2	1	0	0	0	3	0	1	5	2	0	0	0	0	9
Zm00001eb353100_T003	chr8;chr8;chr8;chr8;chr8;chr8;chr8	126139594;126140100;126140399;126140775;126141185;126141356;126141707	126139872;126140165;126140484;126140809;126141268;126141424;126141839	-;-;-;-;-;-;-	752	8	3	0	6	0	0	2	1	0	0	0	3	0	1	5	2	0	0	0	0	9
Zm00001eb353100_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126139591;126140100;126140399;126140775;126141185;126141356;126141707;126142081	126139881;126140165;126140484;126140809;126141268;126141424;126141747;126142271	-;-;-;-;-;-;-;-	863	8	3	0	6	0	0	2	1	0	0	0	3	0	1	5	2	0	0	0	0	9
Zm00001eb353110_T001	chr8;chr8	126176136;126178155	126176997;126178761	+;+	1469	0	1	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zm00001eb353120_T001	chr8;chr8;chr8	126189218;126190575;126190797	126190454;126190716;126190962	-;-;-	1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353130_T001	chr8;chr8;chr8	126192489;126192648;126192868	126192550;126192791;126193590	+;+;+	929	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zm00001eb353140_T001	chr8	126239178	126240030	-	853	0	0	0	0	6	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0
Zm00001eb353150_T001	chr8;chr8	126241054;126241680	126241534;126242041	+;+	843	0	14	3	1	19	4	9	5	4	2	13	0	2	3	2	10	19	0	2	6	1
Zm00001eb353160_T001	chr8;chr8;chr8	126247645;126248295;126249530	126248038;126248356;126249951	+;+;+	878	2	4	4	0	23	4	10	9	26	5	14	2	2	11	7	9	23	3	7	6	0
Zm00001eb353170_T002	chr8;chr8;chr8	126297959;126298804;126300208	126298044;126298892;126301767	-;-;-	1735	0	0	3	0	0	7	0	0	9	0	0	31	0	0	23	0	0	55	0	0	109
Zm00001eb353170_T001	chr8;chr8	126298731;126300208	126298892;126302011	-;-	1966	0	0	3	0	0	7	0	0	9	0	0	31	0	0	23	0	0	55	0	0	109
Zm00001eb353180_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126303795;126304238;126304502;126304765;126304987;126305248;126305752;126306093;126306340;126307547	126304156;126304330;126304590;126304827;126305076;126305308;126305843;126306182;126306426;126308008	-;-;-;-;-;-;-;-;-;-	1489	958	342	78	304	406	224	292	103	290	399	308	315	101	275	266	434	417	270	126	200	374
Zm00001eb353180_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126303797;126304238;126304502;126304765;126304987;126305248;126305392;126305752;126306093;126306340;126307547	126304156;126304330;126304590;126304827;126305076;126305308;126305478;126305843;126306182;126306426;126308008	-;-;-;-;-;-;-;-;-;-;-	1574	965	348	78	307	408	224	293	103	293	403	310	316	102	277	267	440	418	270	126	202	374
Zm00001eb353200_T001	chr8;chr8	126475000;126475439	126475326;126475606	-;-	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353210_T001	chr8	126500371	126501739	-	1369	7	20	1	1	6	2	18	0	3	6	6	1	3	2	2	10	1	0	3	1	0
Zm00001eb353220_T001	chr8	126502004	126504910	+	2907	1	11	5	1	9	5	12	5	8	9	12	3	2	12	10	23	12	2	3	5	0
Zm00001eb353230_T001	chr8	126647779	126649144	-	1366	39	19	4	16	15	4	51	9	4	39	10	6	12	10	4	95	6	1	7	3	10
Zm00001eb353240_T001	chr8;chr8;chr8	126677665;126678033;126678175	126677862;126678087;126678215	+;+;+	294	22	111	6	14	109	11	81	28	19	41	50	20	29	37	20	72	48	33	20	30	51
Zm00001eb353250_T001	chr8;chr8;chr8;chr8	126678681;126679792;126679918;126680183	126679092;126679832;126679979;126680474	-;-;-;-	807	3	11	0	2	12	3	1	5	3	3	14	6	1	3	3	5	4	2	2	1	0
Zm00001eb353260_T002	chr8	126685029	126685880	-	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353260_T001	chr8	126685351	126686229	-	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353270_T001	chr8;chr8;chr8	126686481;126686763;126688058	126686641;126687129;126691240	+;+;+	3711	104	56	7	45	55	13	39	16	24	20	45	9	5	32	6	54	30	7	25	25	0
Zm00001eb353280_T003	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126767823;126768184;126768783;126768987;126770020;126770324;126771933;126772856;126773167;126773323;126773511;126773815;126774313;126774575;126774771;126774937;126775152;126775488;126776359	126768068;126768650;126768880;126769375;126770134;126770425;126772083;126772944;126773215;126773423;126773698;126773932;126774492;126774697;126774858;126775067;126775250;126776103;126776743	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3735	528	432	43	458	533	23	1092	153	155	449	292	86	229	213	75	619	220	38	186	128	9
Zm00001eb353280_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126767720;126768184;126768783;126768987;126770020;126770324;126771933;126772856;126773167;126773323;126773511;126773815;126774313;126774575;126774771;126774937;126775152;126775488	126768068;126768650;126768880;126769375;126770134;126770425;126772083;126772944;126773215;126773423;126773698;126773932;126774492;126774697;126774858;126775067;126775250;126776266	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3616	528	432	43	459	533	23	1092	153	155	449	293	86	229	215	75	619	220	38	186	128	9
Zm00001eb353280_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126767666;126768783;126768987;126770020;126770324;126771933;126772856;126773167;126773323;126773511;126773815;126774313;126774575;126774771;126774937;126775152;126775488	126768650;126768880;126769375;126770134;126770425;126772083;126772944;126773215;126773423;126773698;126773932;126774492;126774697;126774858;126775067;126775250;126776101	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3620	528	432	43	458	533	23	1092	153	155	449	292	86	229	213	75	619	220	38	186	128	9
Zm00001eb353290_T001	chr8	126781470	126782454	+	985	0	0	0	0	0	9	0	0	4	0	0	3	0	2	5	0	6	2	0	0	10
Zm00001eb353300_T001	chr8	126805857	126806453	-	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353310_T001	chr8	126814686	126815186	-	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353320_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126964647;126966346;126974811;126975083;126975284;126975475;126980175;126980547;126980713	126964728;126966400;126974976;126975206;126975396;126976050;126980450;126980636;126981290	+;+;+;+;+;+;+;+;+	2060	473	424	86	404	530	102	694	139	226	357	283	164	189	187	137	469	277	152	168	165	96
Zm00001eb353320_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	126964622;126973454;126974811;126975083;126975284;126975475;126980175;126980547;126980713	126964728;126974183;126974976;126975206;126975396;126976050;126980450;126980636;126981586	+;+;+;+;+;+;+;+;+	3056	529	470	89	435	576	112	763	150	263	380	330	190	216	222	153	526	322	170	180	183	102
Zm00001eb353330_T001	chr8	126985665	126986660	+	996	3	1	3	2	2	6	1	3	3	0	16	19	1	8	6	6	6	24	2	7	98
Zm00001eb353340_T004	chr8;chr8;chr8;chr8	127041558;127041762;127044334;127045053	127041661;127043075;127044789;127045511	+;+;+;+	2333	139	407	154	83	515	312	214	164	480	354	356	725	100	239	438	425	402	357	209	201	566
Zm00001eb353340_T003	chr8;chr8;chr8;chr8	127040939;127041762;127044334;127045053	127041144;127043075;127044789;127045511	+;+;+;+	2435	139	407	154	83	514	312	214	163	481	354	354	726	100	239	439	424	403	361	211	201	571
Zm00001eb353340_T001	chr8;chr8;chr8;chr8	127040855;127041762;127044334;127045053	127041675;127043075;127044789;127045511	+;+;+;+	3050	141	407	155	83	518	312	217	164	481	355	356	726	100	243	440	425	404	361	212	201	571
Zm00001eb353340_T002	chr8;chr8;chr8;chr8	127040939;127041762;127044334;127045053	127041549;127043075;127044789;127045511	+;+;+;+	2840	141	407	154	83	518	312	217	164	481	355	356	726	100	243	440	425	404	361	212	201	571
Zm00001eb353350_T001	chr8;chr8	127108148;127108532	127108432;127108756	+;+	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353360_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8	127127867;127129031;127129363;127130622;127130834;127131128;127132624	127127947;127129123;127129559;127130731;127131047;127131250;127132831	-;-;-;-;-;-;-	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353370_T001	chr8;chr8	127151598;127152051	127151951;127152275	+;+	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353380_T001	chr8;chr8	127170884;127175729	127170958;127176079	+;+	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353390_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	127203122;127203893;127204253;127204574;127204861;127205073;127205367;127264532	127203806;127204080;127204356;127204770;127204970;127205286;127205489;127264739	-;-;-;-;-;-;-;-	1829	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zm00001eb353390_T003	chr8;chr8;chr8;chr8	127261113;127261472;127261829;127262172	127261385;127261659;127261932;127262513	-;-;-;-	907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353390_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	127202932;127203607;127203893;127204253;127204574;127204861;127205073;127205367;127264532	127203407;127203806;127204080;127204356;127204770;127204970;127205286;127205489;127264739	-;-;-;-;-;-;-;-;-	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zm00001eb353390_T004	chr8;chr8;chr8;chr8	127261331;127261472;127261840;127262172	127261385;127261659;127261932;127262513	-;-;-;-	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353400_T001	chr8;chr8	127215035;127217998	127215495;127218197	+;+	661	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Zm00001eb353400_T002	chr8;chr8;chr8	127215055;127216836;127217998	127215495;127216875;127218197	+;+;+	681	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Zm00001eb353410_T001	chr8;chr8;chr8	127270574;127274758;127275131	127270593;127274997;127275500	+;+;+	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353420_T001	chr8	127331136	127331798	+	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353430_T001	chr8;chr8;chr8;chr8;chr8	127333751;127334047;127334349;127349551;127350169	127333833;127334246;127334538;127350003;127350364	-;-;-;-;-	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353440_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	127385141;127385832;127386118;127386489;127386820;127387130;127387342;127387636;127389326	127385616;127386031;127386305;127386581;127387016;127387239;127387555;127387920;127389675	-;-;-;-;-;-;-;-;-	2113	68	37	1	40	46	3	52	2	7	22	14	8	10	17	13	20	12	24	4	3	45
Zm00001eb353440_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	127385141;127385832;127386118;127386478;127386820;127387130;127387342;127387636;127389326	127385616;127386031;127386305;127386581;127387016;127387239;127387555;127387920;127389698	-;-;-;-;-;-;-;-;-	2147	68	37	1	40	46	3	52	2	7	22	14	8	10	17	13	20	12	24	4	3	45
Zm00001eb353440_T003	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	127385141;127385832;127386118;127386478;127386820;127387130;127387342;127387636	127385616;127386031;127386305;127386581;127387016;127387239;127387555;127388455	-;-;-;-;-;-;-;-	2309	63	38	1	38	47	1	49	2	7	18	20	8	10	15	13	20	13	23	4	3	44
Zm00001eb353450_T002	chr8;chr8;chr8	127400222;127401861;127402196	127400985;127401972;127402895	-;-;-	1576	102	80	27	50	95	52	86	21	76	63	58	80	14	52	73	68	61	74	27	56	140
Zm00001eb353450_T003	chr8;chr8;chr8	127400222;127401861;127402196	127400918;127401972;127402895	-;-;-	1509	101	80	27	50	92	52	86	21	76	63	58	79	14	52	71	65	61	73	27	55	140
Zm00001eb353450_T001	chr8;chr8;chr8	127400222;127401861;127402196	127400931;127401972;127402895	-;-;-	1522	102	80	27	50	92	52	86	21	76	63	58	79	14	52	72	65	61	73	27	55	140
Zm00001eb353450_T004	chr8;chr8;chr8	127400420;127401861;127402196	127401006;127401972;127402895	-;-;-	1399	102	80	27	50	95	52	86	21	76	63	58	80	14	53	73	68	61	74	27	56	140
Zm00001eb353460_T001	chr8;chr8;chr8;chr8;chr8	127461497;127461855;127462635;127462898;127464448	127461740;127461932;127462671;127462958;127464614	-;-;-;-;-	587	32	68	15	14	54	25	91	16	41	63	24	32	14	31	30	69	48	43	26	27	42
Zm00001eb353470_T003	chr8;chr8;chr8	127534971;127535482;127535657	127535343;127535535;127537156	+;+;+	1927	2	10	5	3	7	31	4	2	54	3	4	79	2	20	77	6	30	240	1	2	463
Zm00001eb353470_T001	chr8;chr8	127534859;127535657	127535343;127537205	+;+	2034	2	9	5	3	7	28	0	2	54	3	4	75	1	20	65	6	30	232	1	1	431
Zm00001eb353470_T002	chr8;chr8;chr8	127534971;127535440;127535657	127535343;127535535;127537156	+;+;+	1969	2	10	5	3	7	31	4	2	54	3	4	79	2	20	77	6	30	240	1	2	470
Zm00001eb353480_T001	chr8	127535484	127536507	-	1024	2	2	1	0	0	16	4	2	19	1	2	40	1	12	46	5	12	100	1	1	206
Zm00001eb353490_T001	chr8;chr8	127610343;127610774	127610630;127611162	+;+	677	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb353500_T001	chr8;chr8;chr8	127614207;127614613;127615455	127614567;127615059;127615558	+;+;+	912	5	0	0	3	2	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0
Zm00001eb353510_T002	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	127637365;127637879;127638213;127638505;127638777;127638983;127639248;127639429;127639602;127640319;127640441;127640612;127640774;127640949;127641302;127642172;127642387;127642880	127637793;127638132;127638377;127638680;127638883;127639162;127639343;127639510;127639943;127640348;127640533;127640689;127640857;127641046;127641539;127642285;127642541;127643099	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2941	1294	596	85	1167	770	107	1421	140	241	461	297	177	167	298	177	569	391	163	152	183	210
Zm00001eb353510_T001	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	127634517;127634943;127635179;127637630;127637879;127638213;127638505;127638777;127638983;127639248;127639429;127639602;127640319;127640441;127640612;127640774;127640949;127641302;127642172;127642387;127642880	127634853;127635037;127635540;127637793;127638132;127638377;127638680;127638883;127639162;127639343;127639510;127639943;127640348;127640533;127640689;127640857;127641046;127641539;127642285;127642541;127643144	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3515	1634	751	99	1359	946	145	1867	180	339	600	408	241	238	364	231	744	501	227	210	255	259
Zm00001eb353520_T002	chr8;chr8;chr8;chr8;chr8;chr8	127662630;127663082;127663461;127664753;127664955;127665528	127663017;127663154;127663532;127664821;127665085;127665657	-;-;-;-;-;-	863	12	23	2	5	21	10	20	6	4	3	7	13	6	13	8	12	14	4	4	6	12
Zm00001eb353520_T003	chr8;chr8;chr8;chr8;chr8	127662718;127663082;127664753;127664955;127665528	127663017;127663154;127664821;127665085;127665637	-;-;-;-;-	683	11	23	2	5	21	10	19	6	4	3	7	13	6	12	8	12	14	4	4	6	12
Zm00001eb353520_T001	chr8;chr8;chr8;chr8;chr8;chr8	127662630;127663082;127663461;127664753;127664955;127665528	127663017;127663154;127663517;127664821;127665085;127665762	-;-;-;-;-;-	953	11	23	2	5	22	10	20	6	4	3	7	13	6	12	8	12	14	4	4	6	12
Zm00001eb353530_T003	chr8;chr8;chr8	127667447;127669112;127669410	127667449;127669300;127669547	-;-;-	330	4	0	1	2	7	2	2	0	0	1	6	0	0	1	5	9	0	1	1	3	6
